Taxon	Oral_to_Gut _transmitter	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupcancer	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
Streptococcus_anginosus	transmitter	100	58	0.6499153	0.078245	2.47667094711658e-20	1.20118540935154e-17	6.09745663114647	0.569763464387409	1.30160881076339e-21	6.31280273220246e-19	68.4726826614652	46.1319114808881	101.632646910807	2.5580929130372	0.27746835850034	1.96259348804914e-16	4.75928920851916e-14	12.9111710956995	9.78278838681799	17.0399616623668	TRUE	41	21	0.261863658536585	0.0321128571428571	1.98926534103364e-06	4.79610514428842	0.921289647721593	1.06450850580532e-06	27.7825120119026	14.6701884297374	52.614727983104	TRUE
Streptococcus_gordonii	transmitter	90	40	0.129830777777778	0.0432375	6.65895351560556e-16	1.43238902679569e-13	5.64030033451853	0.604654351690189	1.56140194546318e-17	3.78639971774822e-15	49.8769151955145	32.8005018407355	75.8435551230199	1.50512165284053	0.22281608339064	4.51037981194069e-10	9.94333731268743e-09	4.50470160670257	3.60494159483341	5.62903337865768	TRUE	37	18	0.0909008108108108	0.025445	4.82738716130076e-05	3.97234297107652	0.909170960355486	3.10241726625893e-05	15.696195067895	8.35808256721515	29.4769210076733	TRUE
Streptococcus_oralis	transmitter	89	43	0.152057191011236	0.03405	8.86013831007646e-16	1.43238902679569e-13	5.40855638190144	0.60960762676323	3.16832933751094e-16	5.12213242897602e-14	42.4754221805124	27.8373264808356	64.8108750908543	1.73895408771806	0.221022031745629	1.22829846012917e-12	8.51035361660924e-11	5.6913876163802	4.56277985893646	7.09915753144316	TRUE	33	19	0.0372751515151515	0.0156021052631579	0.00101723325342235	2.99969141381645	0.912366639833268	0.00140263742091744	7.99828901784764	4.24959329047948	15.0538234697288	TRUE
Streptococcus_infantis	transmitter	66	19	0.0281893939393939	0.00818578947368421	2.35505898186232e-11	2.85550901550807e-09	4.12952186996116	0.550084774468126	1.69710850181349e-12	2.05774405844885e-10	17.5028975450106	11.9541288687668	25.6272477764197	0.894043437159923	0.200357222361931	2.52946384324883e-05	9.97390214614377e-05	2.44499587830337	2.00107835908622	2.98739168197807	TRUE	16	5	0.008778125	0.003082	0.00711178241398799	1.78864173950926	0.634413935389834	0.00582316711931089	3.45489469857049	2.22565164778882	5.36305732753336	TRUE
Bifidobacterium_dentium	transmitter	66	25	0.846579242424243	0.3250588	2.68234432485722e-10	2.27094103785979e-08	4.91857651738161	0.71813706111578	8.07013546194676e-11	6.52335949840697e-09	30.2439887400216	18.3847729736809	49.753067727081	1.65063891777431	0.248057113297806	2.24955741461215e-09	3.6367844869563e-08	5.21030772215432	4.06568322731339	6.67718192533163	TRUE	23	7	0.30232652173913	0.0364171428571429	0.000384113267872474	3.52851147465946	0.904400177702865	0.00017537409980518	11.5395213209614	6.16504445193508	21.5992850262623	TRUE
Granulicatella_adiacens	transmitter	71	29	0.0188795774647887	0.00899620689655172	2.80941159322861e-10	2.27094103785979e-08	3.9275548981857	0.558084025334636	2.72571901548686e-11	2.64394744502225e-09	15.2163971179615	10.3350314428575	22.4032933553893	1.1954017048597	0.199665302875131	3.5220173039186e-08	3.63442211149047e-07	3.30488509229035	2.70671683920176	4.03524495619723	TRUE	16	6	0.01421875	0.00487833333333333	0.0120508738149697	1.83090792363474	0.686072221052183	0.00891294282200657	3.55760891150719	2.21120947469885	5.72382730449321	TRUE
Streptococcus_mitis	transmitter	95	68	0.135432105263158	0.0782208823529412	5.70255315397334e-10	3.95105468525295e-08	3.52444100187002	0.580166083039559	5.74918631221395e-09	3.98336480203395e-07	11.5070091786169	7.69688621015203	17.2032243457265	1.29923954638779	0.260280329988545	1.54088621234108e-06	9.00397365042677e-06	3.66650739840344	2.82627394349567	4.75653697104814	TRUE	39	28	0.0829974358974359	0.029435	0.00210354723007479	2.6901663865528	0.924609464184081	0.00447956558529445	6.45387835903562	3.40005226260357	12.2505604785419	TRUE
Rothia_mucilaginosa	transmitter	88	59	0.0815588636363636	0.0324454237288136	2.24656522340352e-08	1.36198016668838e-06	3.45182759175371	0.614910319239038	6.22730536995044e-08	3.02024310442596e-06	10.9421747162641	7.14491710092938	16.7575334786845	1.15034618571342	0.231332723352431	1.84087885366663e-06	1.04254989344062e-05	3.15928642022327	2.50681610120957	3.98158073110793	TRUE	22	20	0.0105977272727273	0.009662	0.543832155712405	0.5190300897794	0.824099366016168	0.530281352733822	1.43299153745829	0.809403349175753	2.53701043925529	TRUE
Streptococcus_constellatus	transmitter	51	15	0.0282494117647059	0.00688333333333333	3.46458461736444e-08	1.86702615491306e-06	3.14977442999478	0.530903885020379	1.21325327780696e-08	7.35534799670467e-07	8.87516800701943	6.14268986200292	12.8231457101657	0.794746020104925	0.177683544731149	3.23241743508888e-05	0.000124422417144294	2.21387864472814	1.85347540748981	2.64436130837104	TRUE	21	8	0.0108	0.0047225	0.00267815648044684	2.32509167036121	0.759741081831057	0.00285205057443989	5.01097614707889	2.9594941161614	8.48451828624087	TRUE
Clostridium_perfringens	-	54	16	0.583817592592593	0.177458125	5.39878729882254e-08	2.61841183992893e-06	4.00852812184744	0.682086042179301	1.62333065223011e-08	8.74794851479559e-07	16.0948599918623	10.0313375580238	25.8235271876029	0.30937857975751	0.229725722745807	0.182538650423771	0.247293981719355	1.36257811736486	1.08291107743007	1.71447052728249	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Schaalia_meyeri	-	33	4	0.0181936363636364	0.0136425	1.78846134629005e-07	7.88548866318796e-06	2.42769609461708	0.438416495443688	9.11382658737106e-08	4.01836899534088e-06	5.38033534082854	3.97038689858051	7.29097922172725	0.228211181461233	0.150150927648139	0.137524654081829	0.197921238070289	1.25635061537798	1.08118780239525	1.45989148718087	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
Limosilactobacillus_mucosae	-	54	21	2.10168222222222	1.14958476190476	2.43697527339958e-07	9.84944172998995e-06	4.00416436448741	0.730045271082192	1.183263481121e-07	4.78235656953071e-06	16.0462510000995	9.67404395885766	26.6157743600536	1.44131320804182	0.26221360040339	5.3996761862147e-07	3.53897695988396e-06	4.22624210960647	3.25144530799085	5.4932870391868	TRUE	18	10	0.711198333333333	0.707951	0.121151489801813	1.50852247056872	1.03031701461236	0.146357713605057	2.84518501553421	1.39300984677133	5.81121360439977	TRUE
Lancefieldella_rimae	-	50	16	0.021737	0.010240625	5.48192229727829e-07	2.04517870321536e-05	2.81744964936832	0.526012968222698	2.2235849866897e-07	8.29568245034232e-06	7.04915168227842	4.89543371124571	10.1503855165315	0.426505915918613	0.182464873960255	0.022554513508127	0.0406652009347271	1.53189558948564	1.2763967152353	1.83853818258452	TRUE	7	2	0.00980428571428571	0.001615	0.0777966998817664	0.835598788799816	0.451102710081478	0.0669859045592269	1.78459758017681	1.30540374086532	2.43969618247133	TRUE
Streptococcus_australis	transmitter	89	75	0.31533202247191	0.0714830666666667	6.25263549256563e-07	2.1660915813531e-05	2.46971007420498	0.624370954992656	0.000104422777647474	0.0017463809365181	5.53932457100672	3.59337404907153	8.53908228977361	1.40852923144437	0.266243831890218	3.90929019947691e-07	2.59726814622781e-06	4.08993562959025	3.13392245207353	5.33758371816896	TRUE	38	37	0.390639210526316	0.0505110810810811	0.337631104605517	0.571603357435644	0.933320389545999	0.541664739303169	1.48617433185916	0.778237803900592	2.83809670207072	TRUE
Streptococcus_cristatus	transmitter	65	33	0.023818	0.0120309090909091	1.03828473488278e-06	3.35712064278767e-05	3.03307801251374	0.585696441867671	5.22463681916011e-07	1.80996346949475e-05	8.1855423721867	5.45425280434532	12.2845614844775	0.975524000885771	0.210051836456498	1.0840040236967e-05	4.85609404934564e-05	2.65255678898775	2.15000929294294	3.27257074743802	TRUE	27	11	0.0159881481481481	0.00789727272727273	0.000532889092442007	2.96791218977535	0.813052981394769	0.000422336718489628	7.82403156020002	4.45325186191391	13.746240220219	TRUE
